@RELATION testset

@ATTRIBUTE apk_size REAL
@ATTRIBUTE dex_size REAL
@ATTRIBUTE min_andrversion INTEGER
@ATTRIBUTE max_andrversion INTEGER
@ATTRIBUTE target_andrversion INTEGER
@ATTRIBUTE security {-1, 0}
@ATTRIBUTE methodCount INTEGER
@ATTRIBUTE classCount INTEGER
@ATTRIBUTE crypto_count INTEGER
@ATTRIBUTE dynCode_count INTEGER
@ATTRIBUTE native_count INTEGER
@ATTRIBUTE reflect_count INTEGER
@ATTRIBUTE sendSMS {1, 0}
@ATTRIBUTE deleteSMS {1, 0}
@ATTRIBUTE interruptSMS {1, 0}
@ATTRIBUTE httpPost {1, 0}
@ATTRIBUTE deviceId {1, 0}
@ATTRIBUTE simCountry {1, 0}
@ATTRIBUTE installedPkg {1, 0}
@ATTRIBUTE loadOtherCode {1, 0}
@ATTRIBUTE subprocess {1, 0}
@ATTRIBUTE executeOtherCode {1, 0}
@ATTRIBUTE jni {1, 0}
@ATTRIBUTE unix {1, 0}
@ATTRIBUTE buttonCount INTEGER
@ATTRIBUTE TextViewCount INTEGER
@ATTRIBUTE EditViewCount INTEGER
@ATTRIBUTE ImageButtonCount INTEGER
@ATTRIBUTE CheckBoxCount INTEGER
@ATTRIBUTE RadioGroupCount INTEGER
@ATTRIBUTE RadioButtonCount INTEGER
@ATTRIBUTE ToastCount INTEGER
@ATTRIBUTE SpinnerCount INTEGER
@ATTRIBUTE ListViewCount INTEGER
@ATTRIBUTE fileCount INTEGER
@ATTRIBUTE INTERNET {1, 0}
@ATTRIBUTE SET_DEBUG_APP {1, 0}
@ATTRIBUTE MODIFY_PHONE_STATE {1, 0}
@ATTRIBUTE RECORD_AUDIO {1, 0}
@ATTRIBUTE RECEIVE_BOOT_COMPLETED {1, 0}
@ATTRIBUTE RECEIVE_MMS {1, 0}
@ATTRIBUTE RECEIVE_SMS {1, 0}
@ATTRIBUTE RECEIVE_WAP_PUSH {1, 0}
@ATTRIBUTE SEND_SMS {1, 0}
@ATTRIBUTE CALL_PHONE {1, 0}
@ATTRIBUTE CALL_PRIVILEGED {1, 0}
@ATTRIBUTE PROCESS_OUTGOING_CALLS {1, 0}
@ATTRIBUTE READ_CALL_LOG {1, 0}
@ATTRIBUTE READ_EXTERNAL_STORAGE {1, 0}
@ATTRIBUTE READ_LOGS {1, 0}
@ATTRIBUTE ACCESS_COARSE_LOCATION {1, 0}
@ATTRIBUTE ACCESS_FINE_LOCATION {1, 0}
@ATTRIBUTE BLUETOOTH {1, 0}
@ATTRIBUTE CAMERA {1, 0}
@ATTRIBUTE INSTALL_PACKAGES {1, 0}
@ATTRIBUTE NFC {1, 0}
@ATTRIBUTE READ_CONTACTS {1, 0}
@ATTRIBUTE permissionCount INTEGER
@ATTRIBUTE activityCount INTEGER
@ATTRIBUTE serviceCount INTEGER
@ATTRIBUTE receiverCount INTEGER
@ATTRIBUTE providerCount INTEGER
@ATTRIBUTE exportedCount INTEGER

@DATA
470935.0,78064.0,3,0,0,-1,261,45,0,0,13,4,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,4,0,0
784666.0,331620.0,3,0,0,-1,1518,246,0,0,33,6,1,1,0,1,1,0,0,0,0,0,0,0,11,19,1,0,2,0,0,0,0,4,81,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,19,9,2,3,0,0
32390.0,43340.0,3,0,0,-1,162,32,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,16,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,1,2,0,0
1347908.0,142272.0,3,0,0,-1,459,76,0,0,12,4,0,0,0,1,1,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,1,54,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,1,4,0,0
1217771.0,153196.0,0,0,0,-1,780,150,0,0,9,4,0,0,0,1,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,83,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,18,12,4,1,0,0
758601.0,153128.0,0,0,0,-1,780,150,0,0,9,4,0,0,0,1,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,83,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,18,12,4,1,0,0
1230173.0,153128.0,0,0,0,-1,780,150,0,0,9,4,0,0,0,1,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,83,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,18,12,4,1,0,0
802196.0,153100.0,0,0,0,-1,780,150,0,0,9,4,0,0,0,1,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,83,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,17,12,4,1,0,0
745043.0,153100.0,0,0,0,-1,780,150,0,0,9,4,0,0,0,1,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,83,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,17,12,4,1,0,0
796353.0,153128.0,0,0,0,-1,780,150,0,0,9,4,0,0,0,1,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,83,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,18,12,4,1,0,0
1227853.0,153196.0,0,0,0,-1,780,150,0,0,9,4,0,0,0,1,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,83,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,18,12,4,1,0,0
781262.0,153128.0,0,0,0,-1,780,150,0,0,9,4,0,0,0,1,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,83,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,18,12,4,1,0,0
939831.0,153196.0,0,0,0,-1,780,150,0,0,9,4,0,0,0,1,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,83,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,18,12,4,1,0,0
870413.0,153196.0,0,0,0,-1,780,150,0,0,9,4,0,0,0,1,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,83,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,18,12,4,1,0,0
351150.0,103604.0,4,0,0,-1,453,81,0,0,9,3,0,0,0,1,1,0,1,0,0,0,1,0,0,3,0,1,0,0,0,0,0,1,28,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,19,7,4,1,0,0
914248.0,153196.0,0,0,0,-1,780,150,0,0,9,4,0,0,0,1,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,83,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,18,12,4,1,0,0
755780.0,153128.0,0,0,0,-1,780,150,0,0,9,4,0,0,0,1,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,83,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,18,12,4,1,0,0
746027.0,153128.0,0,0,0,-1,780,150,0,0,9,4,0,0,0,1,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,83,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,18,12,4,1,0,0
866293.0,153128.0,0,0,0,-1,780,150,0,0,9,4,0,0,0,1,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,83,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,18,12,4,1,0,0
1267076.0,153196.0,0,0,0,-1,780,150,0,0,9,4,0,0,0,1,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,83,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,18,12,4,1,0,0
766907.0,153128.0,0,0,0,-1,780,150,0,0,9,4,0,0,0,1,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,83,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,18,12,4,1,0,0
808919.0,153128.0,0,0,0,-1,780,150,0,0,9,4,0,0,0,1,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,83,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,18,12,4,1,0,0
775117.0,153128.0,0,0,0,-1,780,150,0,0,9,4,0,0,0,1,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,83,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,18,12,4,1,0,0
824461.0,153196.0,0,0,0,-1,780,150,0,0,9,4,0,0,0,1,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,83,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,18,12,4,1,0,0
759448.0,153128.0,0,0,0,-1,780,150,0,0,9,4,0,0,0,1,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,83,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,18,12,4,1,0,0
746383.0,153100.0,0,0,0,-1,780,150,0,0,9,4,0,0,0,1,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,83,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,17,12,4,1,0,0
1049824.0,153196.0,0,0,0,-1,780,150,0,0,9,4,0,0,0,1,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,83,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,18,12,4,1,0,0
967661.0,153196.0,0,0,0,-1,780,150,0,0,9,4,0,0,0,1,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,83,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,18,12,4,1,0,0
778874.0,153128.0,0,0,0,-1,780,150,0,0,9,4,0,0,0,1,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,83,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,18,12,4,1,0,0
884458.0,153128.0,0,0,0,-1,780,150,0,0,9,4,0,0,0,1,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,83,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,18,12,4,1,0,0
771322.0,153128.0,0,0,0,-1,780,150,0,0,9,4,0,0,0,1,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,83,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,18,12,4,1,0,0
766228.0,153128.0,0,0,0,-1,780,150,0,0,9,4,0,0,0,1,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,83,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,18,12,4,1,0,0
2418072.0,153196.0,0,0,0,-1,780,150,0,0,9,4,0,0,0,1,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,83,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,18,12,4,1,0,0
4676823.0,153128.0,0,0,0,-1,780,150,0,0,9,4,0,0,0,1,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,83,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,18,12,4,1,0,0
1034029.0,239400.0,3,0,0,-1,471,62,0,0,19,3,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,182,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,17,6,4,1,0,0
983402.0,153196.0,0,0,0,-1,780,150,0,0,9,4,0,0,0,1,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,83,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,18,12,4,1,0,0
977078.0,153128.0,0,0,0,-1,780,150,0,0,9,4,0,0,0,1,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,83,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,18,12,4,1,0,0
687934.0,153196.0,0,0,0,-1,780,150,0,0,9,4,0,0,0,1,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,83,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,18,12,4,1,0,0
2022978.0,998784.0,8,0,0,-1,5026,806,0,0,60,6,0,0,0,1,1,0,1,0,0,0,1,0,4,17,9,0,0,0,0,0,0,1,384,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,20,27,4,1,0,0
808927.0,153128.0,0,0,0,-1,780,150,0,0,9,4,0,0,0,1,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,83,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,18,12,4,1,0,0
802739.0,153196.0,0,0,0,-1,780,150,0,0,9,4,0,0,0,1,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,83,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,18,12,4,1,0,0
775923.0,153128.0,0,0,0,-1,780,150,0,0,9,4,0,0,0,1,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,83,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,18,12,4,1,0,0
751566.0,153128.0,0,0,0,-1,780,150,0,0,9,4,0,0,0,1,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,83,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,18,12,4,1,0,0
1564046.0,153128.0,0,0,0,-1,780,150,0,0,9,4,0,0,0,1,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,83,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,18,12,4,1,0,0
925479.0,153196.0,0,0,0,-1,780,150,0,0,9,4,0,0,0,1,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,83,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,18,12,4,1,0,0
747960.0,153100.0,0,0,0,-1,780,150,0,0,9,4,0,0,0,1,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,83,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,17,12,4,1,0,0
739916.0,153196.0,0,0,0,-1,780,150,0,0,9,4,0,0,0,1,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,83,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,18,12,4,1,0,0
319799.0,103728.0,1,0,0,-1,467,81,0,0,8,3,0,0,0,1,1,0,1,0,0,0,1,0,1,4,0,1,0,0,0,0,0,0,67,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,19,7,4,1,0,0
745238.0,153100.0,0,0,0,-1,780,150,0,0,9,4,0,0,0,1,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,83,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,17,12,4,1,0,0
790337.0,153196.0,0,0,0,-1,780,150,0,0,9,4,0,0,0,1,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,83,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,18,12,4,1,0,0
1965418.0,153196.0,0,0,0,-1,780,150,0,0,9,4,0,0,0,1,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,83,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,18,12,4,1,0,0
744952.0,153100.0,0,0,0,-1,780,150,0,0,9,4,0,0,0,1,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,83,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,17,12,4,1,0,0
757375.0,153128.0,0,0,0,-1,780,150,0,0,9,4,0,0,0,1,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,83,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,18,12,4,1,0,0
789851.0,153128.0,0,0,0,-1,780,150,0,0,9,4,0,0,0,1,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,83,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,18,12,4,1,0,0
1144401.0,153128.0,0,0,0,-1,780,150,0,0,9,4,0,0,0,1,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,83,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,18,12,4,1,0,0
941400.0,153196.0,0,0,0,-1,780,150,0,0,9,4,0,0,0,1,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,83,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,18,12,4,1,0,0
439809.0,382664.0,3,0,0,-1,1689,295,0,0,26,5,0,0,0,1,1,0,1,0,1,0,1,0,4,2,2,0,0,0,0,0,2,0,44,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,24,9,4,1,0,0
743039.0,153128.0,0,0,0,-1,780,150,0,0,9,4,0,0,0,1,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,83,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,18,12,4,1,0,0
789834.0,153100.0,0,0,0,-1,780,150,0,0,9,4,0,0,0,1,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,83,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,17,12,4,1,0,0
992228.0,153196.0,0,0,0,-1,780,150,0,0,9,4,0,0,0,1,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,83,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,18,12,4,1,0,0
757198.0,153128.0,0,0,0,-1,780,150,0,0,9,4,0,0,0,1,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,83,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,18,12,4,1,0,0
741932.0,153128.0,0,0,0,-1,780,150,0,0,9,4,0,0,0,1,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,83,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,18,12,4,1,0,0
751941.0,153100.0,0,0,0,-1,780,150,0,0,9,4,0,0,0,1,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,83,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,17,12,4,1,0,0
757520.0,153128.0,0,0,0,-1,780,150,0,0,9,4,0,0,0,1,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,83,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,18,12,4,1,0,0
